id,record_name,gene_name,subcell_loc
Q9H4B6,SAV1_HUMAN,SAV1,Nucleus<br> Cytoplasm<br>
Q9H4B7,TBB1_HUMAN,TUBB1,"Cytoplasm, cytoskeleton<br>"
Q9H4D0,CSTN2_HUMAN,CLSTN2,"Postsynaptic cell membrane<br> Endoplasmic reticulum membrane<br> Golgi apparatus membrane<br> Cell projection, dendrite<br> Note=Most prominent in the postsynaptic specializations of asymmetric (type I) synapses with both axodendritic and axospinous localization.<br>"
Q9H4D5,NXF3_HUMAN,NXF3,Nucleus. Cytoplasm. Note=Shuttles between the nucleus and the cytoplasm.
Q9H4E5,RHOJ_HUMAN,RHOJ,Cell membrane<br> Note=Localization to the plasma membrane is regulated by GLUL.<br>
Q9H4E7,DEFI6_HUMAN,DEF6,"Cytoplasm<br> Cell membrane<br> Nucleus<br> Cytoplasm, cytoskeleton<br> Cytoplasm, perinuclear region<br> Cell projection, filopodium<br> Note=Recruited to the plasma membrane upon binding phosphatidylinositol 3,4,5-trisphosphate (PubMed:15023524). Binds to actin filaments (PubMed:15023524).<br>"
Q9H4F1,SIA7D_HUMAN,ST6GALNAC4,Golgi apparatus membrane<br>
Q9H4F8,SMOC1_HUMAN,SMOC1,"Secreted, extracellular space, extracellular matrix, basement membrane<br> Note=In or around the basement membrane."
Q9H4G0,E41L1_HUMAN,EPB41L1,"Cytoplasm, cytoskeleton."
Q9H4G4,GAPR1_HUMAN,GLIPR2,Golgi apparatus membrane<br> Note=Binds lipid-enriched microdomains of Golgi membranes not only by ionic interactions but also through the myristate.
Q9H4H8,FA83D_HUMAN,FAM83D,"Cytoplasm<br> Cytoplasm, cytoskeleton, spindle<br> Cytoplasm, cytoskeleton, spindle pole<br> Note=Primarily cytoplasmic during interphase, but at prophase, associates with spindle microtubules, with a clear concentration toward the spindle poles. It persists on spindle microtubules through metaphase and anaphase.<br>"
Q9H4I2,ZHX3_HUMAN,ZHX3,Nucleus<br>
Q9H4I9,EMRE_HUMAN,SMDT1,"Mitochondrion inner membrane<br> Note=MAIP1 is required to assist sorting of EMRE/SMDT1 into mitochondrion by protecting EMRE/SMDT1 against protein degradation by YME1L1, thereby ensuring SMDT1/EMRE maturation by the mitochondrial processing peptidase (PMPCA and PMPCB) (PubMed:27642048).<br>"
Q9H4K7,MTG2_HUMAN,MTG2,Mitochondrion. Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.
Q9H4L4,SENP3_HUMAN,SENP3,"Nucleus, nucleolus<br> Nucleus, nucleoplasm<br> Cytoplasm<br> Note=Redistributes between the nucleolus and the nucleoplasm in response to mild oxidative stress (PubMed:19680224). Mainly found in the nucleoplasm, with low levels detected in the cytoplasmic and chromatin fractions (By similarity).<br>"
Q9H4L5,OSBL3_HUMAN,OSBPL3,"Endoplasmic reticulum membrane<br> Cytoplasm, cytosol<br> Cell membrane<br> Cell projection, filopodium tip<br> Nucleus membrane<br> Note=Co-localizes with OSBPL6 at contact sites between the plasma membrane and the endoplasmic reticulum.<br>"
Q9H4L7,SMRCD_HUMAN,SMARCAD1,Nucleus. Chromosome. Note=Colocalizes with PCNA at replication forks during S phase. Recruited to double-strand breaks (DSBs) sites of DNA damage.
Q9H4M3,FBX44_HUMAN,FBXO44,
Q9H4M7,PKHA4_HUMAN,PLEKHA4,Cytoplasm<br> Membrane<br>
Q9H4M9,EHD1_HUMAN,EHD1,"Recycling endosome membrane<br> Early endosome membrane<br> Cell membrane<br> Cell projection, cilium membrane<br> Note=Preferentially associates with tubular recycling endosomes (PubMed:15020713, PubMed:17233914, PubMed:19864458, PubMed:23596323). Colocalizes with FER1L5 at plasma membrane in myoblasts and myotubes (By similarity). Localizes to the ciliary pocket from where the cilium protrudes (PubMed:25686250). Colocalizes with BACE1 in tubulovesicular cytoplasmic membranes. Colocalizes with BACE1 and APP amyloid beta proteins in hippocampal mossy fiber terminals (By similarity).<br>"
Q9H4P4,RNF41_HUMAN,RNF41,
Q9H4Q3,PRD13_HUMAN,PRDM13,Nucleus<br>
Q9H4Q4,PRD12_HUMAN,PRDM12,Nucleus<br>
Q9H4S2,GSX1_HUMAN,GSX1,Nucleus<br>
Q9H4T2,ZSC16_HUMAN,ZSCAN16,Nucleus<br>
Q9H4W6,COE3_HUMAN,EBF3,Nucleus<br>
Q9H4X1,RGCC_HUMAN,RGCC,"Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Note=Cytoplasmic in unstimulated cells. Nuclear after activation by complement. Associated with the centrosome during prometaphase and metaphase."
Q9H4Y5,GSTO2_HUMAN,GSTO2,
Q9H4Z2,ZN335_HUMAN,ZNF335,Nucleus<br>
Q9H4Z3,CAPAM_HUMAN,PCIF1,Nucleus<br>
Q9H503,BAFL_HUMAN,BANF2,Nucleus. Cytoplasm.
Q9H553,ALG2_HUMAN,ALG2,Membrane<br>
Q9H582,ZN644_HUMAN,ZNF644,Nucleus.
Q9H583,HEAT1_HUMAN,HEATR1,"Nucleus, nucleolus<br>"
Q9H596,DUS21_HUMAN,DUSP21,Cytoplasm<br> Nucleus<br> Mitochondrion inner membrane<br>
Q9H598,VIAAT_HUMAN,SLC32A1,"Cytoplasmic vesicle membrane<br> Presynapse<br> Note=Presents in glycine-, GABA- or GABA- and glycine-containing boutons.<br>"
Q9H5F2,CFA68_HUMAN,CFAP68,"Nucleus<br> Cytoplasm, cytoskeleton, cilium axoneme<br>"
Q9H5H4,ZN768_HUMAN,ZNF768,Nucleus<br> Chromosome<br> Note=Localizes to euchromatin.<br>
Q9H5I1,SUV92_HUMAN,SUV39H2,"Nucleus<br> Chromosome, centromere<br> Note=Associates with centromeric constitutive heterochromatin.<br>"
Q9H5I5,PIEZ2_HUMAN,PIEZO2,Cell membrane<br>
Q9H5J4,ELOV6_HUMAN,ELOVL6,Endoplasmic reticulum membrane<br>
Q9H5J8,TAF1D_HUMAN,TAF1D,Nucleus<br>
Q9H5K3,SG196_HUMAN,POMK,Endoplasmic reticulum membrane<br>
Q9H5N1,RABE2_HUMAN,RABEP2,"Cytoplasm<br> Early endosome<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, cilium basal body<br>"
Q9H5P4,PDZD7_HUMAN,PDZD7,"Cell projection, cilium<br> Nucleus<br> Cell projection, stereocilium<br> Note=Localizes at the ankle region of the stereocilia.<br>"
Q9H5Q4,TFB2M_HUMAN,TFB2M,Mitochondrion.
Q9H5U6,ZCHC4_HUMAN,ZCCHC4,"Nucleus, nucleolus<br> Cytoplasm<br> Note=Accumulates in the nucleolus, where ribosome biogenesis takes place.<br>"
Q9H5V7,IKZF5_HUMAN,IKZF5,Nucleus<br>
Q9H5V8,CDCP1_HUMAN,CDCP1,<br>[Isoform 1]:<br> Cell membrane<br> Note=Shedding may also lead to a soluble peptide.<br>[Isoform 3]:<br> Secreted.
Q9H5V9,STEEP_HUMAN,STEEP1,Cytoplasm<br> Endoplasmic reticulum membrane<br> Nucleus<br> Note=Recruited to the endoplasmic reticulum following interaction with phosphorylated STING1.<br>
Q9H5X1,CIA2A_HUMAN,CIAO2A,Cytoplasm<br>
Q9H5Y7,SLIK6_HUMAN,SLITRK6,Cell membrane<br>
Q9H5Z1,DHX35_HUMAN,DHX35,
Q9H5Z6,F124B_HUMAN,FAM124B,Nucleus<br>
Q9H611,PIF1_HUMAN,PIF1,Nucleus<br><br>[Isoform 4]:<br> Mitochondrion<br>
Q9H633,RPP21_HUMAN,RPP21,"Nucleus, nucleolus<br>"
Q9H649,NSUN3_HUMAN,NSUN3,Mitochondrion matrix<br>
Q9H668,STN1_HUMAN,STN1,"Nucleus<br> Chromosome, telomere<br>"
Q9H672,ASB7_HUMAN,ASB7,
Q9H694,BICC1_HUMAN,BICC1,Cytoplasm<br>
Q9H6B4,CLMP_HUMAN,CLMP,"Cell junction, tight junction<br> Cell membrane<br>"
Q9H6B9,EPHX3_HUMAN,EPHX3,Microsome membrane<br>
Q9H6D3,XKR8_HUMAN,XKR8,"Cell membrane<br> Cytoplasm, perinuclear region<br>"
Q9H6D7,HAUS4_HUMAN,HAUS4,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, spindle<br> Note=Localizes to interphase centrosomes and to mitotic spindle microtubules.<br>"
Q9H6E4,CC134_HUMAN,CCDC134,Nucleus<br> Cytoplasm<br> Secreted<br> Endoplasmic reticulum<br> Note=Accumulates in the nucleus in response to UV irradiation (PubMed:22644376).<br>
Q9H6E5,STPAP_HUMAN,TUT1,"Nucleus, nucleolus<br> Nucleus speckle<br>"
Q9H6H4,REEP4_HUMAN,REEP4,Endoplasmic reticulum membrane<br>
Q9H6I2,SOX17_HUMAN,SOX17,Nucleus<br>
Q9H6J7,CSTP1_HUMAN,CSTPP1,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite<br> Cytoplasm, cytoskeleton<br> Note=Associated with microtubules.<br>"
Q9H6K1,ILRUN_HUMAN,ILRUN,Cytoplasm<br> Nucleus<br>
Q9H6L2,TM231_HUMAN,TMEM231,"Cell projection, cilium membrane<br> Note=Localizes to the transition zone of primary cilia; SEPT2 is required for localization to the transition zone.<br>"
Q9H6L4,ARMC7_HUMAN,ARMC7,
Q9H6L5,RETR1_HUMAN,RETREG1,"Golgi apparatus, cis-Golgi network membrane<br> Endoplasmic reticulum membrane<br>Endoplasmic reticulum membrane<br> Note=(Microbial infection) Following SARS-CoV-2 infection, colocalizes with SARS-CoV-2 ORF3A protein at the endoplasmic reticulum.<br>"
Q9H6P5,TASP1_HUMAN,TASP1,
Q9H6Q3,SLAP2_HUMAN,SLA2,"Cytoplasm.<br>[Isoform 1]:<br> Cell membrane. Cytoplasmic vesicle. Note=Localized to the plasma membrane and intracellular vesicles, including late endosomal vesicles.<br>[Isoform 2]:<br> Cytoplasm<br> Note=May be cytoplasmic and is not localized to membranes."
Q9H6Q4,CIAO3_HUMAN,CIAO3,
Q9H6R0,DHX33_HUMAN,DHX33,"Nucleus, nucleolus<br> Nucleus, nucleoplasm<br> Cytoplasm<br> Nucleus<br> Inflammasome<br> Note=Predominantly in the nucleolus. During mitosis, localizes with the nucleolar organizing regions (PubMed:21930779). Upon dsRNA-binding, localizes in the inflammasome (PubMed:23871209).<br>"
Q9H6R3,ACSS3_HUMAN,ACSS3,Mitochondrion matrix<br>
Q9H6R4,NOL6_HUMAN,NOL6,"Nucleus, nucleolus<br> Chromosome<br> Note=Localizes to condensed chromosomes in mitosis.<br>"
Q9H6R6,ZDHC6_HUMAN,ZDHHC6,"Endoplasmic reticulum membrane<br> Note=When not palmitoylated, accumulates to dot-like structures in the endoplasmic reticulum (PubMed:28826475).<br>"
Q9H6R7,WDCP_HUMAN,WDCP,
Q9H6S0,YTDC2_HUMAN,YTHDC2,"Cytoplasm<br> Cytoplasm, perinuclear region<br>"
Q9H6S1,AZI2_HUMAN,AZI2,Cytoplasm<br>
Q9H6S3,ES8L2_HUMAN,EPS8L2,"Cytoplasm<br> Cell projection, stereocilium<br> Note=Localizes at the tips of the stereocilia of the inner and outer hair cells.<br>"
Q9H6T0,ESRP2_HUMAN,ESRP2,Nucleus<br>
Q9H6T3,RPAP3_HUMAN,RPAP3,
Q9H6U6,BCAS3_HUMAN,BCAS3,"Nucleus<br> Cytoplasm<br> Cytoplasm, cytoskeleton<br> Preautophagosomal structure<br> Note=Localizes in the cytoplasm in stationary cells. Translocates from the cytoplasm to the leading edge in motile cells. Colocalizes with microtubules and intermediate filaments in both stationary and motile cells (By similarity). Associates with chromatin. Recruited to estrogen receptor-induced promoters in a PELP1-dependent manner. The BCAS3:PHAF1 complex is recruited to the preautophagosomal structures adjacent to the damaged mitochondria upon mitophagy in a PRKN-PINK1 dependent manner (PubMed:33499712).<br>"
Q9H6U8,ALG9_HUMAN,ALG9,Endoplasmic reticulum membrane<br>
Q9H6W3,RIOX1_HUMAN,RIOX1,"Nucleus, nucleolus<br> Nucleus, nucleoplasm<br> Note=Granular part of nucleoli (PubMed:14742713). Nucleoplasm, nucleoplasmic foci, some of them associated with nucleoli (PubMed:14742713).<br>"
Q9H6X2,ANTR1_HUMAN,ANTXR1,"Cell membrane<br> Cell projection, lamellipodium membrane<br> Cell projection, filopodium membrane<br> Note=At the membrane of lamellipodia and at the tip of actin-enriched filopodia (PubMed:16762926). Colocalizes with actin at the base of lamellipodia (PubMed:16762926).<br>"
Q9H6Y7,RN167_HUMAN,RNF167,"Lysosome membrane<br> Endosome membrane<br> Endomembrane system<br> Cell membrane<br> Note=Targeted to cytoplasmic membranes; mainly localizes to lysosomal membrane (PubMed:16314844, PubMed:23129617). A subpopulation localizes to the cell membrane of neurons (PubMed:23129617).<br><br>[Isoform 1]:<br> Lysosome membrane<br><br>[Isoform 2]:<br> Cytoplasm, cytosol<br>"
Q9H6Z4,RANB3_HUMAN,RANBP3,Cytoplasm<br> Nucleus<br>
Q9H6Z9,EGLN3_HUMAN,EGLN3,Nucleus<br> Cytoplasm<br> Note=Colocalizes with WDR83 in the cytoplasm.<br>
Q9H706,GARE1_HUMAN,GAREM1,
Q9H707,ZN552_HUMAN,ZNF552,Nucleus<br>
Q9H714,PACER_HUMAN,RUBCNL,"Cytoplasmic vesicle, autophagosome membrane<br> Note=Associates with late autophagic structure (PubMed:28306502). Recruitment to autophagosome membrane is promoted by autophagic stimuli (PubMed:28306502).<br>"
Q9H741,SPRNG_HUMAN,SPRING1,Golgi apparatus membrane<br>
Q9H772,GREM2_HUMAN,GREM2,Secreted<br>
Q9H773,DCTP1_HUMAN,DCTPP1,"Mitochondrion<br> Nucleus<br> Cytoplasm, cytosol<br>"
Q9H777,RNZ1_HUMAN,ELAC1,"Cytoplasm, cytosol<br> Nucleus<br> Note=Mainly cytosolic.<br>"
Q9H788,SH24A_HUMAN,SH2D4A,Cytoplasm<br> Note=Located at podocyte foot processes.<br>
Q9H790,EXO5_HUMAN,EXO5,"Nucleus<br> Cytoplasm, cytosol<br> Note=Localizes to repair foci in response to DNA damage."
Q9H792,PEAK1_HUMAN,PEAK1,"Cytoplasm, cytoskeleton<br> Cell junction, focal adhesion<br> Note=Colocalizes with F-actin in serum-rich medium (PubMed:20534451). Actin colocalization is reduced during serum starvation (PubMed:20534451).<br>"
Q9H799,CPLN1_HUMAN,CPLANE1,"Membrane<br> Cell projection, cilium<br> Note=Localizes to the ciliary transition zone.<br>"
Q9H7B2,RPF2_HUMAN,RPF2,"Nucleus, nucleolus<br> Note=Associated with the nucleolus in an RNA-dependent manner."
Q9H7B4,SMYD3_HUMAN,SMYD3,Cytoplasm<br> Nucleus<br> Note=Mainly cytoplasmic when cells are arrested at G0/G1. Accumulates in the nucleus at S phase and G2/M.<br>
Q9H7C4,SYNCI_HUMAN,SYNC,"Cytoplasm, perinuclear region<br> Note=In skeletal muscle, colocalizes with DES and DTNA, and is localized at the myotendinous and neuromuscular junctions, sarcolemma and Z-lines. In myotubes, detected in a punctate cytoplasmic pattern (By similarity).<br>"
Q9H7D0,DOCK5_HUMAN,DOCK5,"Cytoplasm<br> Cell membrane<br> Cell projection, podosome<br> Note=Associated with the edge of the plasma membrane in Caco-2 intestinal epithelial cells spreading on type IV collagen.<br>"
Q9H7D7,WDR26_HUMAN,WDR26,Cytoplasm<br> Nucleus<br> Mitochondrion<br>
Q9H7E2,TDRD3_HUMAN,TDRD3,"Cytoplasm<br> Nucleus<br> Note=Predominantly cytoplasmic. Associated with actively translating polyribosomes. Component of stress granules (PubMed:18664458, PubMed:35085371).<br>"
Q9H7E9,CH033_HUMAN,C8orf33,
Q9H7F0,AT133_HUMAN,ATP13A3,Recycling endosome membrane<br> Early endosome membrane<br> Late endosome membrane<br> Note=Mainly targeted to the recycling endosomes and to a lesser extent to the early and late endosomes.<br>
Q9H7H0,MET17_HUMAN,METTL17,Mitochondrion matrix<br>
Q9H7L9,SDS3_HUMAN,SUDS3,Nucleus<br>
Q9H7M9,VISTA_HUMAN,VSIR,Cell membrane<br>
Q9H7N4,SFR19_HUMAN,SCAF1,Nucleus<br>
Q9H7P6,MB12B_HUMAN,MVB12B,Endosome<br> Late endosome membrane<br>
Q9H7P9,PKHG2_HUMAN,PLEKHG2,
Q9H7S9,ZN703_HUMAN,ZNF703,Nucleus<br> Cytoplasm<br>
Q9H7T9,AUNIP_HUMAN,AUNIP,"Nucleus<br> Chromosome<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, spindle pole<br> Note=Accumulates at sites of DNA damage by binding to DNA substrates that mimick structures generated at stalled replication forks (PubMed:29042561). Localizes to the centrosome in interphase and to the spindle pole in metaphase (PubMed:20596670).<br>"
Q9H7V2,SYNG1_HUMAN,SYNDIG1,"Cell membrane; Single-pass type II membrane protein. Early endosome membrane<br> Postsynaptic density membrane<br> Synapse<br> Cell projection, dendrite<br> Cell projection, dendritic spine<br> Note=Shuttles between the cell surface and early endosome membrane.<br>"
Q9H7X0,NAA60_HUMAN,NAA60,Golgi apparatus membrane<br> Note=Probably forms an intramembrane hairpin-like structure in the membrane.<br>
Q9H7X3,ZN696_HUMAN,ZNF696,Nucleus<br>
Q9H7Z3,NRDE2_HUMAN,NRDE2,"Nucleus speckle<br> Nucleus, nucleolus<br> Nucleus, nucleoplasm<br> Nucleus<br>"
Q9H7Z6,KAT8_HUMAN,KAT8,Nucleus<br> Chromosome<br>
Q9H7Z7,PGES2_HUMAN,PTGES2,"Golgi apparatus membrane<br><br>[Prostaglandin E synthase 2 truncated form]:<br> Cytoplasm, perinuclear region<br> Note=Synthesized as a Golgi membrane-bound protein, which is further cleaved into the predominant soluble truncated form. The truncated form is cytoplasmic and is enriched in the perinuclear region.<br>"
Q9H808,TLE6_HUMAN,TLE6,Nucleus<br><br>[Isoform 1]:<br> Cytoplasm<br><br>[Isoform 2]:<br> Cytoplasm<br>
Q9H813,PACC1_HUMAN,PACC1,Cell membrane<br>
Q9H814,PHAX_HUMAN,PHAX,"Nucleus, nucleoplasm<br> Nucleus, Cajal body<br> Cytoplasm<br> Note=Located in the nucleoplasm and Cajal bodies. Shuttles between the nucleus and the cytoplasm. Shuttles between the nucleoplasm and Cajal bodies.<br>"
Q9H816,DCR1B_HUMAN,DCLRE1B,"Chromosome, telomere. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Note=Mainly localizes to telomeres, recruited via its interaction with TERF2. During mitosis, localizes to the centrosome."
Q9H825,METL8_HUMAN,METTL8,"Mitochondrion<br> Note=Mitochondrial protein: the cytoplasmic or nuclear localization observed by some groups is either the result of an incorrect localization caused by N-terminal tagging that interferes with mitochondrial targeting, or splice isoforms that lack the N-terminal mitochondrial transit sequence.<br>"
Q9H832,UBE2Z_HUMAN,UBE2Z,Cytoplasm<br> Nucleus<br>
Q9H840,GEMI7_HUMAN,GEMIN7,"Nucleus, nucleoplasm<br> Nucleus, gem<br> Cytoplasm<br> Note=Found both in the nucleoplasm and in nuclear bodies called gems (Gemini of Cajal bodies) that are often in proximity to Cajal (coiled) bodies. Also found in the cytoplasm."
Q9H845,ACAD9_HUMAN,ACAD9,Mitochondrion inner membrane<br> Note=Essentially associated with membranes.<br>
Q9H867,MT21D_HUMAN,VCPKMT,Cytoplasm<br>
Q9H869,YYAP1_HUMAN,YY1AP1,"Cytoplasm<br> Nucleus<br> Nucleus, nucleoplasm<br> Nucleus, nucleolus<br>"
Q9H871,RMD5A_HUMAN,RMND5A,"Nucleus, nucleoplasm<br> Cytoplasm<br>"
Q9H875,PKRI1_HUMAN,PRKRIP1,"Nucleus<br> Nucleus, nucleolus<br>"
Q9H892,TTC12_HUMAN,TTC12,Cytoplasm<br>
Q9H8E8,CSR2B_HUMAN,KAT14,Nucleus. Cytoplasm. Note=Mainly nuclear.
Q9H8H2,DDX31_HUMAN,DDX31,"Nucleus, nucleolus<br> Note=Colocalized with NPM1 in the nucleoli.<br>"
Q9H8H3,TMT1A_HUMAN,TMT1A,"Lipid droplet<br> Endoplasmic reticulum<br> Membrane<br> Microsome<br> Cytoplasm, cytosol<br> Note=Inserted in the ER membrane and migrates from the inserted site to lipid droplet.<br>"
Q9H8K7,PAAT_HUMAN,PAAT,Cytoplasm<br> Mitochondrion<br>
Q9H8L6,MMRN2_HUMAN,MMRN2,"Secreted, extracellular space, extracellular matrix<br>"
Q9H8M2,BRD9_HUMAN,BRD9,Nucleus<br>
Q9H8M5,CNNM2_HUMAN,CNNM2,Cell membrane<br>
Q9H8M7,MINY3_HUMAN,MINDY3,Nucleus<br>
Q9H8M9,EVA1A_HUMAN,EVA1A,Endoplasmic reticulum membrane<br> Lysosome membrane<br>
Q9H8N7,ZN395_HUMAN,ZNF395,Cytoplasm. Nucleus. Note=May shuttle between nucleus and cytoplasm.
Q9H8P0,PORED_HUMAN,SRD5A3,Endoplasmic reticulum membrane<br>
Q9H8S9,MOB1A_HUMAN,MOB1A,
Q9H8T0,AKTIP_HUMAN,AKTIP,Cytoplasm<br> Cell membrane<br>
Q9H8V3,ECT2_HUMAN,ECT2,"Nucleus<br> Cytoplasm<br> Cytoplasm, cytoskeleton, spindle<br> Cleavage furrow<br> Midbody<br> Cell junction<br> Cell junction, tight junction<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Note=Sequestered within the nucleus during interphase (PubMed:10579713). Dispersed throughout the cytoplasm upon breakdown of the nuclear envelope during mitosis (PubMed:10579713). Colocalizes with the centralspindlin complex to the mitotic spindles during anaphase/metaphase, the cleavage furrow during telophase and at the midbody at the end of cytokinesis (PubMed:10579713). Colocalized with RhoA at the midbody (PubMed:10579713). Its subcellular localization to tight junction is increased by calcium (PubMed:15254234).<br>"
Q9H8W4,PKHF2_HUMAN,PLEKHF2,Early endosome membrane<br> Endoplasmic reticulum<br> Note=Colocalizes with EEA1 and RAB5 at endosomal membrane fusion hot spots (PubMed:19995552). May translocate to the endoplasmic reticulum in the early phase of apoptosis (PubMed:18288467).<br>
Q9H8W5,TRI45_HUMAN,TRIM45,Cytoplasm<br> Nucleus<br>
Q9H8X2,IPPK_HUMAN,IPPK,Cytoplasm<br> Nucleus<br>
Q9H8X9,ZDH11_HUMAN,ZDHHC11,Endoplasmic reticulum membrane<br>
Q9H8Y5,ANKZ1_HUMAN,ANKZF1,Cytoplasm<br> Note=Translocates to the mitochondria upon exposure to hydrogen peroxide.<br>
Q9H8Y8,GORS2_HUMAN,GORASP2,"Golgi apparatus membrane<br> Endoplasmic reticulum membrane<br> Golgi apparatus<br> Note=Detected in the intermediate Golgi, membrane-associated (By similarity). ER stress triggers its relocalization from Golgi to ER membrane (PubMed:27062250, PubMed:28067262).<br>"
Q9H900,ZWILC_HUMAN,ZWILCH,"Chromosome, centromere, kinetochore<br>"
Q9H902,REEP1_HUMAN,REEP1,Membrane<br> Mitochondrion membrane<br> Endoplasmic reticulum<br> Note=Localizes to endoplasmic reticulum tubular network.<br>
Q9H903,MTD2L_HUMAN,MTHFD2L,Mitochondrion inner membrane<br>
Q9H910,JUPI2_HUMAN,JPT2,Cytoplasm<br> Nucleus<br> Note=Colocalizes with type 1 ryanodine receptor (RYR1).<br>
Q9H936,GHC1_HUMAN,SLC25A22,Mitochondrion inner membrane<br>
Q9H944,MED20_HUMAN,MED20,Nucleus<br>
Q9H974,QTRT2_HUMAN,QTRT2,Cytoplasm<br> Mitochondrion outer membrane<br> Note=May associate with the mitochondrion outer membrane.<br>
Q9H977,WDR54_HUMAN,WDR54,Vesicle<br> Note=Aggregates in vesicles when cross-linked.<br>
Q9H981,ARP8_HUMAN,ACTR8,Nucleus<br> Chromosome<br> Note=Specifically localizes to mitotic chromosomes.
Q9H987,SYP2L_HUMAN,SYNPO2L,"Cytoplasm, cytoskeleton<br>"
Q9H992,MARH7_HUMAN,MARCHF7,Cytoplasm<br>
Q9H993,ARMT1_HUMAN,ARMT1,
Q9H999,PANK3_HUMAN,PANK3,Cytoplasm<br>
Q9H9A5,CNO10_HUMAN,CNOT10,Cytoplasm<br> Nucleus<br>
Q9H9A7,RMI1_HUMAN,RMI1,Nucleus<br> Note=Forms foci in response to DNA damage.
Q9H9B1,EHMT1_HUMAN,EHMT1,Nucleus. Chromosome. Note=Associates with euchromatic regions.
Q9H9B4,SFXN1_HUMAN,SFXN1,Mitochondrion inner membrane<br>
Q9H9C1,SPE39_HUMAN,VIPAS39,Cytoplasm<br> Cytoplasmic vesicle<br> Early endosome<br> Recycling endosome<br> Late endosome<br> Note=Colocalizes in clusters with VPS33B at cytoplasmic organelles (PubMed:19109425).
Q9H9D4,ZN408_HUMAN,ZNF408,Nucleus<br>
Q9H9E1,ANRA2_HUMAN,ANKRA2,"Cytoplasm, cytoskeleton<br> Membrane<br>"
Q9H9E3,COG4_HUMAN,COG4,"Cytoplasm, cytosol<br> Golgi apparatus membrane<br> Note=Mosty cytosolic, with about 5% membrane-bound.<br>"
Q9H9F9,ARP5_HUMAN,ACTR5,"Nucleus<br> Cytoplasm<br> Note=Predominantly nuclear but undergoes nucleo-cytoplasmic shuttling (PubMed:19014934). Localized to interphase nuclei, but not nucleoli; excluded from chromosomes as mitosis progresses (PubMed:18163988)."
Q9H9G7,AGO3_HUMAN,AGO3,"Cytoplasm, P-body<br>"
Q9H9H4,VP37B_HUMAN,VPS37B,Late endosome membrane<br> Note=Recruited to the endosomal membrane in a VPS4A-dependent fashion.
Q9H9J2,RM44_HUMAN,MRPL44,Mitochondrion<br>
Q9H9J4,UBP42_HUMAN,USP42,
Q9H9K5,MER34_HUMAN,ERVMER34-1,"<br>[Endogenous retroviral envelope protein HEMO]:<br> Cell membrane<br> Note=This uncleaved form present at the cell surface represents the major form (PubMed:28739914).<br><br>[Endogenous retroviral envelope protein HEMO, secreted form]:<br> Secreted<br> Note=This secreted form, which is released in the extracellular medium following cleavage, constitutes a minor form (PubMed:28739914).<br>"
Q9H9L4,KANL2_HUMAN,KANSL2,Nucleus<br>
Q9H9L7,AKIR1_HUMAN,AKIRIN1,Nucleus<br>
Q9H9P2,CHODL_HUMAN,CHODL,Cytoplasm<br> Membrane<br><br>[Isoform 2]:<br> Endoplasmic reticulum<br> Endoplasmic reticulum membrane<br><br>[Isoform 3]:<br> Cytoplasm<br>
Q9H9P5,UNKL_HUMAN,UNKL,<br>[Isoform 4]:<br> Cytoplasm. Nucleus. Note=Isoform 4 is primarily localized in the cytoplasm but has the ability to shuttle between the nucleus and the cytoplasm.
Q9H9P8,L2HDH_HUMAN,L2HGDH,Mitochondrion<br>
Q9H9Q2,CSN7B_HUMAN,COPS7B,Cytoplasm. Nucleus.
Q9H9Q4,NHEJ1_HUMAN,NHEJ1,Nucleus<br> Chromosome<br> Note=Localizes to site of double-strand breaks; recruitment is dependent on XRCC5-XRCC6 (Ku) heterodimer.<br>
Q9H9S0,NANOG_HUMAN,NANOG,Nucleus<br>
Q9H9S5,FKRP_HUMAN,FKRP,"Golgi apparatus membrane<br> Secreted<br> Cell membrane, sarcolemma<br> Rough endoplasmic reticulum<br> Cytoplasm<br> Note=According to some studies the N- terminal hydrophobic domain is cleaved after translocation to the Golgi apparatus and the protein is secreted (PubMed:19900540). Localization at the cell membrane may require the presence of dystroglycan (By similarity). At the Golgi apparatus localizes to the middle-to-trans- cisternae, as assessed by MG160 colocalization. Detected in rough endoplasmic reticulum in myocytes (PubMed:17554798, PubMed:21886772). In general, mutants associated with severe clinical phenotypes are retained within the endoplasmic reticulum (PubMed:15213246).<br>"
Q9H9T3,ELP3_HUMAN,ELP3,Cytoplasm<br> Nucleus<br><br>[Isoform 1]:<br> Nucleus<br><br>[Isoform 2]:<br> Cytoplasm<br> Nucleus<br>
Q9H9V4,RN122_HUMAN,RNF122,Golgi apparatus<br> Endoplasmic reticulum<br> Membrane<br>
